總價(萬元),占比乗面積,building,屋齡,樓別/樓高,管理組織,電梯,主要用途,region,衛,廳,房
950,38.37087,condominium,33,"一層,二層/六層",無,有,住家用,Anping District  ,2,2,3
2900,58.367496,high-rise  apartment  (building),8,十四層/十九層,有,有,住家用,Anping District  ,2,3,3
2900,76.707218,condominium,24,三層/八層,有,有,住家用,Anping District  ,3,4,6
1720,53.61,House,19,全/四層,無,無,住家用,Anping District  ,3,5,4
155,4.232706,high-rise  apartment  (building),29,十一層/十三層,有,有,住家用,Anping District  ,1,1,1
785,22.745268,high-rise  apartment  (building),23,六層/十四層,有,有,住家用,Anping District  ,2,2,3
630,22.60669,high-rise  apartment  (building),26,十九層/二十六層,有,有,住家用,Anping District  ,2,2,3
845,15.965976,high-rise  apartment  (building),1,二十層/二十二層,有,有,住家用,Anping District  ,2,1,2
670,26.910606,condominium,31,四層/六層,有,有,住家用,Anping District  ,2,2,2
630,21.48054,condominium,30,四層/八層,有,有,住家用,Anping District  ,2,2,3
260,10.041082,condominium,30,五層/九層,有,有,住家用,Anping District  ,2,2,3
1570,27.18402,high-rise  apartment  (building),2,三層/二十二層,有,有,住家用,Anping District  ,2,2,3
460,15.809392,high-rise  apartment  (building),28,五層/十七層,有,有,住家用,Anping District  ,1,1,2
240,9.898284,high-rise  apartment  (building),28,十一層/十七層,有,有,住家用,Anping District  ,1,1,1
950,26.734685,condominium,31,二層/六層,無,有,住家用,Anping District  ,2,2,3
1345,25.597166,high-rise  apartment  (building),7,五層/十五層,有,有,住家用,Anping District  ,2,2,2
825,20.36066,high-rise  apartment  (building),7,二十一層/二十六層,有,有,住家用,Anping District  ,1,1,2
832,25.848615,high-rise  apartment  (building),27,八層/十三層,有,有,住家用,Anping District  ,2,2,3
700,14.94927,high-rise  apartment  (building),7,十層/二十六層,有,有,住家用,Anping District  ,1,1,2
575,21.102536,condominium,31,五層/六層,有,有,住家用,Anping District  ,2,2,3
3800,121.27,House,3,全/五層,無,有,住家用,Anping District  ,3,6,7
2000,64.857849,high-rise  apartment  (building),27,"一層,二層,騎樓,夾層/十三層",有,有,住商用,Anping District  ,3,1,4
1580,26.092248,high-rise  apartment  (building),2,八層/二十二層,有,有,住家用,Anping District  ,2,2,3
1650,48.55,House,29,全/三層,無,無,住商用,Anping District  ,2,5,7
783,22.689345,condominium,30,五層/八層,有,有,住家用,Anping District  ,2,2,3
460,21.797216,condominium,31,二層/七層,有,有,住家用,Anping District  ,2,2,4
610,23.687289,high-rise  apartment  (building),26,四層/二十四層,有,有,住家用,Anping District  ,2,2,3
271.8,29.4,House,40,全/二層,無,無,住商用,Anping District  ,2,3,3
850,23.117068,high-rise  apartment  (building),25,十二層/十三層,有,有,住家用,Anping District  ,2,2,3
825,25.005663,high-rise  apartment  (building),29,六層/二十四層,有,有,住家用,Anping District  ,2,2,3
700,17.414576,high-rise  apartment  (building),27,十一層/十七層,有,有,住家用,Anping District  ,2,1,3
1000,23.711688,high-rise  apartment  (building),10,十四層/十四層,有,有,住家用,Anping District  ,2,2,3
810,23.232363,high-rise  apartment  (building),24,"四層,五層/十四層",有,有,辦公用,Anping District  ,2,2,3
780,16.33335,high-rise  apartment  (building),3,十五層/十八層,有,有,住家用,Anping District  ,1,1,2
900,24.638573,high-rise  apartment  (building),10,"一層,二層/十四層",有,有,商辦用,Anping District  ,1,1,1
810,15.973425,high-rise  apartment  (building),1,十層/二十二層,有,有,住家用,Anping District  ,1,2,1
1056,20.518848,high-rise  apartment  (building),2,二十一層/二十二層,有,有,住家用,Anping District  ,2,1,2
2790,77.18,House,14,全/五層,無,無,住商用,Anping District  ,3,5,7
1152,20.518848,high-rise  apartment  (building),2,十九層/二十二層,有,有,住家用,Anping District  ,2,2,2
680,15.258684,high-rise  apartment  (building),7,十四層/二十七層,有,有,住家用,Anping District  ,1,1,2
310,8.47952,high-rise  apartment  (building),28,十三層/十三層,有,有,住家用,Anping District  ,1,1,1
1140,20.518848,high-rise  apartment  (building),2,十六層/二十二層,有,有,住家用,Anping District  ,2,2,2
498,15.916376,high-rise  apartment  (building),33,七層/十二層,有,有,住家用,Anping District  ,1,1,2
1150,35.774838,high-rise  apartment  (building),27,"一層,二層,三層,騎樓,見使用執照/十七層",有,有,住商用,Anping District  ,2,3,2
1150,36.17284,high-rise  apartment  (building),27,"一層,二層,三層,騎樓,見使用執照/十七層",有,有,住商用,Anping District  ,2,3,2
951,27.52568,high-rise  apartment  (building),29,八層/二十二層,有,有,住家用,Anping District  ,2,2,3
1180,30.00115,high-rise  apartment  (building),24,"一層,二層,騎樓/十四層",有,有,住商用,Anping District  ,1,2,2
288,10.693306,high-rise  apartment  (building),28,六層/十三層,有,有,住家用,Anping District  ,1,1,1
4188,60.92253,high-rise  apartment  (building),3,"一層,二層/二十四層",有,有,商業用,Anping District  ,1,1,1
600,32.590229,condominium,28,"一層,二層,騎樓/七層",有,有,住商用,Anping District  ,1,2,2
158,4.276023,high-rise  apartment  (building),29,十三層/十三層,有,有,住家用,Anping District  ,1,1,1
823,15.828615,high-rise  apartment  (building),1,十三層/二十二層,有,有,住家用,Anping District  ,2,1,2
940,23.117068,high-rise  apartment  (building),25,十層/十三層,有,有,住家用,Anping District  ,2,2,3
578,26.636632,condominium,29,五層/七層,有,有,住家用,Anping District  ,2,2,3
1152,33.035872,high-rise  apartment  (building),28,十四層/十七層,有,有,住家用,Anping District  ,2,2,4
900,16.490012,high-rise  apartment  (building),3,十五層/十八層,有,有,住家用,Anping District  ,2,1,2
1580,26.092248,high-rise  apartment  (building),2,七層/二十二層,有,有,住家用,Anping District  ,2,2,3
1030,16.211979,high-rise  apartment  (building),2,十一層/二十二層,有,有,住家用,Anping District  ,2,2,3
226,8.290855,high-rise  apartment  (building),28,十層/十三層,有,有,住家用,Anping District  ,1,1,1
3770,76.83,House,2,全/四層,無,有,住商用,Anping District  ,1,1,1
1200,77.43,House,27,全/四層,無,無,住家用,Anping District  ,2,4,4
3250,109.49,House,19,全/四層,無,無,住家用,Anping District  ,2,4,5
3535,87.93,House,1,全/四層,無,有,住家用,Anping District  ,3,5,3
1620,65.71,House,34,全/三層,無,無,住商用,Anping District  ,2,4,6
432,14.699689,high-rise  apartment  (building),1,二十層/二十九層,有,有,住家用,Anping District  ,1,1,1
1550,52.17,House,26,全/四層,無,無,住商用,Anping District  ,2,5,4
1500,79.82,House,17,全/五層,無,無,住家用,Anping District  ,1,4,5
6988,212.96,House,12,全/五層,無,無,住家用,Anping District  ,4,8,5
1568,26.092248,high-rise  apartment  (building),2,六層/二十二層,有,有,住家用,Anping District  ,2,2,3
2815,58.83664,high-rise  apartment  (building),8,七層/十九層,有,有,住家用,Anping District  ,2,3,3
635,20.524504,condominium,30,六層/八層,有,有,住家用,Anping District  ,2,2,3
600,39.6,House,36,全/二層,無,無,住家用,Anping District  ,2,2,3
570,15.181188,high-rise  apartment  (building),26,五層/二十二層,有,有,住家用,Anping District  ,2,1,3
1540,26.09068,high-rise  apartment  (building),2,二層/二十二層,有,有,住家用,Anping District  ,2,1,2
1900,37.423883,high-rise  apartment  (building),2,"一層,見其他登記事項/二十二層",有,有,住商用,Anping District  ,1,1,1
2100,37.19706,high-rise  apartment  (building),2,"一層,見其他登記事項/二十二層",有,有,住商用,Anping District  ,1,1,1
240,27.409558,condominium,30,二層/十層,有,有,住家用,Anping District  ,2,2,3
281.1,28.65,House,44,全/二層,無,無,住家用,Anping District  ,2,3,5
638,20.901296,condominium,30,五層/八層,有,有,住家用,Anping District  ,2,2,2
240,20.648303,condominium,31,二層/十層,有,有,住家用,Anping District  ,2,2,2
1263,55.672419,high-rise  apartment  (building),29,"一層,地下一層/十二層",有,有,商業用,Anping District  ,3,1,2
250,6.62,House,18,全/四層,無,無,住家用,Anping District  ,2,4,4
566,23.65209,high-rise  apartment  (building),23,八層/十四層,有,有,住家用,Anping District  ,2,2,3
190,6.014997,high-rise  apartment  (building),29,十層/十三層,有,有,住家用,Anping District  ,1,1,1
2000,31.5226,high-rise  apartment  (building),7,"一層,見其他登記事項/二十六層",有,有,商業用,Anping District  ,1,1,1
410,15.916376,high-rise  apartment  (building),33,五層/十二層,有,有,住家用,Anping District  ,1,1,2
3366,98.86,House,18,全/四層,無,有,住家用,Anping District  ,4,5,4
1500,38.485139,high-rise  apartment  (building),17,三層/十四層,有,有,住家用,Anping District  ,2,2,4
2200,32.567052,high-rise  apartment  (building),7,"一層,見其他登記事項/二十六層",有,有,商業用,Anping District  ,1,1,1
1035,22.88928,high-rise  apartment  (building),25,十四層/十四層,有,有,住家用,Anping District  ,2,2,3
700,24.584032,high-rise  apartment  (building),25,十一層/二十層,有,有,住家用,Anping District  ,2,2,3
315,5.220776,condominium,29,五層/六層,有,有,住家用,Anping District  ,1,1,1
938,19.960343,high-rise  apartment  (building),5,十九層/二十九層,有,有,住家用,Anping District  ,2,1,2
1220,34.115175,condominium,31,"一層,二層,三層,騎樓/六層",有,有,住商用,Anping District  ,2,3,3
3500,134.22,House,49,全/二層,無,無,工商用,Anping District  ,1,1,1
1288,27.772778,high-rise  apartment  (building),7,二十一層/二十六層,有,有,住家用,Anping District  ,2,2,2
810,15.828615,high-rise  apartment  (building),1,四層/二十二層,有,有,住家用,Anping District  ,2,2,2
900,72.33,House,30,全/四層,無,無,住商用,Anping District  ,5,7,9
1480,45.51974,high-rise  apartment  (building),30,"一層,二層,騎樓/十一層",有,有,住商用,Anping District  ,2,2,2
750,16.10109,high-rise  apartment  (building),29,八層/十二層,有,有,住家用,Anping District  ,2,2,3
1570,64.78,House,33,全/四層,無,無,住商用,Anping District  ,2,3,5
420,14.985627,high-rise  apartment  (building),28,九層/十三層,有,有,住家用,Anping District  ,2,1,2
1070,27.855639,high-rise  apartment  (building),7,十一層/二十六層,有,有,住家用,Anping District  ,2,2,3
383,13.079024,condominium,29,五層/八層,有,有,住家用,Anping District  ,1,1,1
1120,28.550016,high-rise  apartment  (building),25,五層/十三層,有,有,住家用,Anping District  ,2,2,3
206,12.07888,high-rise  apartment  (building),28,四層/十七層,有,有,住家用,Anping District  ,1,2,3
1430,35.48016,high-rise  apartment  (building),7,二十六層/二十七層,有,有,住家用,Anping District  ,2,2,4
2900,49.400484,high-rise  apartment  (building),6,十六層/二十四層,有,有,住家用,Anping District  ,2,2,3
3960,59.77456,high-rise  apartment  (building),3,二十三層/二十四層,有,有,住家用,Anping District  ,2,3,4
1738,69.4,House,18,全/四層,無,無,住家用,Anping District  ,3,5,6
1588,28.942986,high-rise  apartment  (building),2,五層/二十二層,有,有,住家用,Anping District  ,2,2,3
760,20.36415,high-rise  apartment  (building),7,十九層/二十六層,有,有,住家用,Anping District  ,3,3,3
1050,28.795776,high-rise  apartment  (building),7,十九層/二十六層,有,有,住家用,Anping District  ,3,3,3
835,24.166516,high-rise  apartment  (building),28,十二層/十七層,有,有,住家用,Anping District  ,2,2,3
680,13.927009,condominium,31,"一層,騎樓/十層",有,有,商業用,Anping District  ,2,1,2
2158,72.42,House,19,全/五層,無,無,住家用,Anping District  ,3,4,4
770,19.701225,condominium,30,八層/九層,有,有,住家用,Anping District  ,2,2,3
651.5,27.496226,high-rise  apartment  (building),31,四層/十二層,有,有,住家用,Anping District  ,2,2,3
770,19.51443,condominium,29,一層/六層,有,有,商業用,Anping District  ,1,1,1
48.6,3.6022,high-rise  apartment  (building),29,四層/二十三層,有,有,商業用,Anping District  ,1,1,1
4250,140.33,House,18,全/四層,有,無,住家用,Anping District  ,3,4,6
188,4.613631,condominium,29,五層/九層,有,有,住家用,Anping District  ,1,1,1
755,26.808376,high-rise  apartment  (building),26,九層/二十六層,有,有,住家用,Anping District  ,2,3,3
540,16.454592,high-rise  apartment  (building),29,八層/十二層,有,有,住家用,Anping District  ,2,1,3
2130,76.71,House,18,全/四層,有,無,住家用,Anping District  ,2,4,4
3560,115.98,House,17,全/五層,無,有,住家用,Anping District  ,3,6,5
2800,45.30652,condominium,4,三層/七層,無,有,住家用,Anping District  ,1,3,4
15000,455.21,House,10,全/三層,有,有,住家用,Anping District  ,5,1,9
770,23.55844,high-rise  apartment  (building),25,九層/二十層,有,有,住家用,Anping District  ,2,2,3
1220,54.39,House,32,全/三層,無,無,住家用,Anping District  ,2,3,4
850,16.253406,high-rise  apartment  (building),10,十二層/十四層,有,有,住家用,Anping District  ,2,1,3
700,15.420639,condominium,29,五層/六層,有,有,住家用,Anping District  ,2,2,3
670,21.011046,condominium,30,三層/六層,有,有,住家用,Anping District  ,2,2,3
847,16.014934,high-rise  apartment  (building),1,二十層/二十二層,有,有,住家用,Anping District  ,2,1,2
970,31.246956,condominium,31,"一層,二層/六層",有,有,住商用,Anping District  ,2,3,4
1380,30.0237,high-rise  apartment  (building),2,六層/十五層,有,有,住家用,Anping District  ,2,2,3
930,23.145559,high-rise  apartment  (building),27,十四層/十七層,有,有,住家用,Anping District  ,2,2,2
1020,29.755656,high-rise  apartment  (building),27,十五層/十七層,有,有,住家用,Anping District  ,2,2,4
850,20.36415,high-rise  apartment  (building),7,二十二層/二十六層,有,有,住家用,Anping District  ,1,2,2
1458,34.17225,high-rise  apartment  (building),8,十八層/二十七層,有,有,住家用,Anping District  ,2,3,3
966,23.80095,high-rise  apartment  (building),25,六層/十三層,有,有,住家用,Anping District  ,2,2,3
1000,21.396744,condominium,30,八層/八層,有,有,住家用,Anping District  ,2,2,4
920,24.063296,high-rise  apartment  (building),27,十六層/十七層,有,有,住家用,Anping District  ,2,2,3
620,13.879204,condominium,30,四層/六層,有,有,住家用,Anping District  ,2,1,2
600,21.155868,condominium,31,五層/七層,有,有,住家用,Anping District  ,2,2,3
1400,35.774838,high-rise  apartment  (building),27,"一層,二層,三層,騎樓,見使用執照/十七層",有,有,住商用,Anping District  ,2,3,2
740,27.526545,high-rise  apartment  (building),28,"九層,十層/十六層",有,有,住家用,Anping District  ,2,2,3
1372.1,17.67,House,18,全/一層,無,無,商業用,Anping District  ,1,1,1
1080,26.569485,condominium,30,六層/八層,有,有,住家用,Anping District  ,2,2,3
3700,89.997532,high-rise  apartment  (building),10,六層/二十六層,有,有,住家用,Anping District  ,2,4,6
240,6.599785,high-rise  apartment  (building),29,四層/十二層,有,有,住家用,Anping District  ,1,1,1
820,24.168,high-rise  apartment  (building),29,八層/十七層,有,有,住家用,Anping District  ,2,2,3
1800,35.891592,high-rise  apartment  (building),3,三層/十一層,有,有,住家用,Anping District  ,2,2,3
1100,27.777519,high-rise  apartment  (building),7,十五層/二十六層,有,有,住家用,Anping District  ,2,2,3
2000,64.2,House,19,全/四層,無,無,住家用,Anping District  ,2,4,5
1320,29.028623,high-rise  apartment  (building),7,二十三層/二十七層,有,有,住家用,Anping District  ,2,2,3
930,16.014934,high-rise  apartment  (building),1,十一層/二十二層,有,有,住家用,Anping District  ,2,2,2
1750,67.86,House,33,全/四層,無,無,住商用,Anping District  ,2,4,4
2300,47.04588,high-rise  apartment  (building),6,二十一層/二十三層,有,有,住家用,Anping District  ,1,1,1
1018,27.777519,high-rise  apartment  (building),7,十八層/二十六層,有,有,住家用,Anping District  ,2,2,3
680,26.636632,condominium,29,七層/七層,有,有,住家用,Anping District  ,2,2,3
350,10.252768,high-rise  apartment  (building),29,四層/二十一層,有,有,住家用,Anping District  ,1,1,1
5700,248.44,House,12,全/四層,無,有,其他,Anping District  ,2,1,9
900,31.834572,high-rise  apartment  (building),25,"十一層,十二層/二十四層",有,有,住家用,Anping District  ,2,2,5
276,6.350476,high-rise  apartment  (building),30,十二層/十三層,有,有,住家用,Anping District  ,1,1,1
320,10.693306,high-rise  apartment  (building),28,七層/十三層,有,有,住家用,Anping District  ,1,1,1
828,15.875772,high-rise  apartment  (building),1,五層/二十二層,有,有,住家用,Anping District  ,2,2,2
470,14.704452,high-rise  apartment  (building),29,五層/十七層,有,有,住家用,Anping District  ,1,1,2
580,18.12556,high-rise  apartment  (building),27,十一層/十三層,有,有,住家用,Anping District  ,2,1,2
880,29.91014,high-rise  apartment  (building),26,十四層/二十六層,有,有,住家用,Anping District  ,2,2,3
946,27.65934,Apartment,33,一層/五層,有,無,住家用,Anping District  ,2,2,4
2020,78.92,House,31,全/五層,無,無,住商用,Anping District  ,2,6,7
750,23.11344,high-rise  apartment  (building),25,八層/十三層,有,有,住家用,Anping District  ,2,2,3
1500,89.78,House,29,全/五層,無,無,住家用,Anping District  ,2,3,6
750,22.8,House,46,全/二層,無,無,住家用,Anping District  ,2,4,4
3568,90.3372,high-rise  apartment  (building),8,九層/二十三層,有,有,住家用,Anping District  ,2,3,4
1085,22.97312,high-rise  apartment  (building),3,九層/十八層,有,有,住家用,Anping District  ,2,2,3
750,22.620175,high-rise  apartment  (building),23,四層/十四層,有,有,住家用,Anping District  ,2,2,3
1450,38.485139,high-rise  apartment  (building),17,四層/十四層,有,有,住家用,Anping District  ,2,2,3
820,15.875772,high-rise  apartment  (building),1,四層/二十二層,有,有,住家用,Anping District  ,2,2,2
2400,69.53,House,16,全/四層,無,無,住商用,Anping District  ,2,6,6
2700,82.7,House,6,全/四層,無,無,住家用,Anping District  ,2,6,5
1280,27.872753,high-rise  apartment  (building),7,二十五層/二十七層,有,有,住家用,Anping District  ,2,2,3
1065,27.195563,high-rise  apartment  (building),29,十層/二十四層,有,有,住家用,Anping District  ,2,2,3
324,29.2885,condominium,29,"四層,騎樓/五層",有,有,住家用,Anping District  ,1,1,3
700,22.307129,high-rise  apartment  (building),28,十三層/二十七層,有,有,住家用,Anping District  ,2,2,3
910,31.044591,high-rise  apartment  (building),30,十一層/十三層,有,有,住家用,Anping District  ,2,2,3
650,27.800955,high-rise  apartment  (building),29,九層/十七層,有,有,住家用,Anping District  ,2,2,3
1380,30.01482,high-rise  apartment  (building),2,五層/十五層,有,有,住家用,Anping District  ,2,2,3
1260,21.917784,high-rise  apartment  (building),2,十一層/二十二層,有,有,住家用,Anping District  ,2,2,2
1608,26.092248,high-rise  apartment  (building),2,十四層/二十二層,有,有,住家用,Anping District  ,2,2,3
715,11.484798,high-rise  apartment  (building),10,六層/十四層,有,有,住家用,Anping District  ,1,1,2
1750,33.9729,high-rise  apartment  (building),17,十二層/二十一層,有,有,住家用,Anping District  ,2,2,3
860,29.724964,high-rise  apartment  (building),28,六層/二十七層,有,有,住家用,Anping District  ,2,2,3
637,26.884284,high-rise  apartment  (building),29,十六層/二十二層,有,有,住家用,Anping District  ,2,2,2
1120,28.149934,high-rise  apartment  (building),17,十四層/十四層,有,有,住家用,Anping District  ,2,2,3
1325,38.87,House,46,全/二層,無,無,住家用,Anping District  ,2,7,6
1050,27.855639,high-rise  apartment  (building),7,二十層/二十六層,有,有,住家用,Anping District  ,2,2,3
215,5.958203,high-rise  apartment  (building),29,十二層/十三層,有,有,住家用,Anping District  ,1,1,1
720,25.73792,high-rise  apartment  (building),26,七層/二十二層,有,有,住家用,Anping District  ,2,2,4
1100,39.376645,high-rise  apartment  (building),29,"一層,二層,三層,騎樓/十二層",有,有,住商用,Anping District  ,2,3,4
850,28.928917,high-rise  apartment  (building),25,十八層/二十層,有,有,住家用,Anping District  ,2,2,3
688,15.258684,high-rise  apartment  (building),7,十一層/二十七層,有,有,住家用,Anping District  ,2,1,2
1320,30.965649,high-rise  apartment  (building),2,四層/十五層,有,有,住家用,Anping District  ,2,2,3
950,24.973755,high-rise  apartment  (building),10,一層/十五層,有,有,商業用,Anping District  ,2,2,3
788,16.11792,high-rise  apartment  (building),3,十層/十八層,有,有,住家用,Anping District  ,2,1,2
1900,102.661272,condominium,31,"一層,二層,三層,騎樓,地下層/七層",有,有,住商用,Anping District  ,2,4,5
850,16.185466,high-rise  apartment  (building),10,十層/十四層,有,有,住家用,Anping District  ,2,2,3
1170,25.428078,high-rise  apartment  (building),4,十七層/二十三層,有,有,住家用,Anping District  ,2,2,3
860,23.01306,high-rise  apartment  (building),29,十七層/十七層,有,有,住家用,Anping District  ,2,2,4
1080,27.772778,high-rise  apartment  (building),7,二十三層/二十六層,有,有,住家用,Anping District  ,2,2,3
916,17.24446,high-rise  apartment  (building),1,十四層/二十二層,有,有,住家用,Anping District  ,2,1,2
700,23.088507,high-rise  apartment  (building),28,二十二層/二十七層,有,有,住家用,Anping District  ,2,2,3
1620,67.89,House,19,全/四層,無,無,住家用,Anping District  ,2,3,4
690,12.662892,high-rise  apartment  (building),1,八層/二十二層,有,有,住家用,Anping District  ,2,1,1
403,23.523624,Apartment,41,"一層,騎樓/五層",無,無,住商用,Anping District  ,1,1,1
1458,60.39,House,30,全/四層,無,無,住家用,Anping District  ,2,3,5
720,22.11258,high-rise  apartment  (building),28,十五層/二十七層,有,有,住家用,Anping District  ,2,2,3
820,16.001482,high-rise  apartment  (building),1,六層/二十二層,有,有,住家用,Anping District  ,2,2,2
1750,55.72,House,3,全/四層,無,有,住商用,Anping District  ,2,5,3
818,23.125331,high-rise  apartment  (building),27,六層/十三層,有,有,住家用,Anping District  ,2,2,3
200,7.005904,condominium,31,四層/六層,有,有,住家用,Anping District  ,1,1,1
650,16.664438,high-rise  apartment  (building),18,二層/十四層,有,有,住家用,Anping District  ,2,1,3
320,10.902416,high-rise  apartment  (building),29,九層/二十一層,有,有,住家用,Anping District  ,1,1,1
1330,53.91,House,28,全/四層,無,無,住商用,Anping District  ,2,4,5
210,6.976936,high-rise  apartment  (building),28,四層/十三層,有,有,住家用,Anping District  ,1,1,1
1362,23.22298,high-rise  apartment  (building),1,三層/二十二層,有,有,住家用,Anping District  ,2,2,3
1300,36.651568,high-rise  apartment  (building),7,二十五層/二十六層,有,有,住家用,Anping District  ,2,2,3
695,22.79081,high-rise  apartment  (building),29,五層/十七層,有,有,住家用,Anping District  ,2,2,3
2628,90,House,7,全/四層,無,有,住商用,Anping District  ,3,7,6
400,9.91269,high-rise  apartment  (building),29,十二層/十七層,有,有,住家用,Anping District  ,1,1,1
3125,100.3,House,19,全/五層,無,有,住商用,Anping District  ,3,5,5
1235,28.349055,high-rise  apartment  (building),7,二十二層/二十七層,有,有,住家用,Anping District  ,2,2,3
1620,60.87,House,25,全/五層,無,無,住家用,Anping District  ,2,3,4
1950,56.642202,high-rise  apartment  (building),26,九層/十三層,有,有,住家用,Anping District  ,2,2,5
855,18.062028,high-rise  apartment  (building),4,十二層/二十三層,有,有,住家用,Anping District  ,1,1,2
1040,25.47039,high-rise  apartment  (building),7,十九層/二十層,有,有,住家用,Anping District  ,2,2,3
160,10.619739,Apartment,31,一層/五層,無,無,住家用,Anping District  ,2,2,4
1130,23.232512,high-rise  apartment  (building),1,十七層/二十二層,有,有,住家用,Anping District  ,2,2,3
605,14.835054,condominium,28,五層/七層,無,有,住家用,Anping District  ,2,2,2
706,24.12284,high-rise  apartment  (building),26,七層/二十六層,有,有,住家用,Anping District  ,2,2,3
610,25.80188,condominium,30,一層/七層,有,有,住家用,Anping District  ,1,2,3
700,14.94927,high-rise  apartment  (building),7,十四層/二十六層,有,有,住家用,Anping District  ,1,1,2
1200,20.477785,high-rise  apartment  (building),2,七層/二十二層,有,有,住家用,Anping District  ,2,2,2
880,17.88831,high-rise  apartment  (building),4,九層/二十三層,有,有,住家用,Anping District  ,2,1,2
985,31.44063,condominium,30,"一層,二層,三層/七層",有,有,住商用,Anping District  ,2,2,3
680,22.963278,condominium,30,三層/八層,有,有,住家用,Anping District  ,2,2,3
202.3,41.10015,high-rise  apartment  (building),29,"一層,二層,三層/十七層",有,有,住商用,Anping District  ,2,2,3
810,16.01638,high-rise  apartment  (building),1,八層/二十二層,有,有,住家用,Anping District  ,2,2,2
780,15.998502,high-rise  apartment  (building),1,九層/二十二層,有,有,住家用,Anping District  ,2,1,1
638,21.684455,condominium,30,八層/八層,有,有,住家用,Anping District  ,2,2,3
235,8.13735,condominium,31,三層/六層,有,有,住家用,Anping District  ,1,1,1
1166,22.597792,high-rise  apartment  (building),17,五層/十四層,有,有,住家用,Anping District  ,2,2,3
1185,32.682645,high-rise  apartment  (building),25,六層/十四層,有,有,住家用,Anping District  ,2,2,4
1040,24.73764,high-rise  apartment  (building),7,十四層/二十層,有,有,住家用,Anping District  ,2,2,3
800,16.113816,high-rise  apartment  (building),3,十二層/十八層,有,有,住家用,Anping District  ,2,1,2
2400,75.44,House,20,全/四層,無,無,住家用,Anping District  ,2,4,5
780,25.009975,high-rise  apartment  (building),29,六層/二十四層,有,有,住家用,Anping District  ,2,2,3
966,26.05679,high-rise  apartment  (building),25,九層/十四層,有,有,住家用,Anping District  ,2,2,3
940,15.934707,high-rise  apartment  (building),3,七層/十八層,有,有,住家用,Anping District  ,2,1,2
3899,87.42,high-rise  apartment  (building),2,"十九層,見其他登記事項/十九層",有,有,住家用,Anping District  ,2,4,3
998,25.180496,high-rise  apartment  (building),18,八層/十四層,有,有,住家用,Anping District  ,2,2,3
820,16.145397,high-rise  apartment  (building),1,七層/二十二層,有,有,住家用,Anping District  ,1,2,2
840,31.22548,high-rise  apartment  (building),30,十層/十二層,有,有,住家用,Anping District  ,2,2,4
955,24.27929,high-rise  apartment  (building),28,十五層/十七層,有,有,住家用,Anping District  ,2,2,3
667.5,14.469234,condominium,30,九層/九層,有,有,住家用,Anping District  ,1,1,2
625,22.790729,high-rise  apartment  (building),29,三層/十七層,有,有,住家用,Anping District  ,2,2,2
500,9.908192,high-rise  apartment  (building),29,十三層/十七層,有,有,住家用,Anping District  ,1,1,1
1150,25.295656,high-rise  apartment  (building),2,八層/十五層,有,有,住家用,Anping District  ,2,1,2
375,23.7832,Apartment,43,四層/四層,無,無,住家用,Anping District  ,2,2,2
3400,54.97107,high-rise  apartment  (building),3,十層/二十四層,有,有,住家用,Anping District  ,2,2,4
1050,19.496802,high-rise  apartment  (building),4,二十三層/二十三層,有,有,住家用,Anping District  ,2,1,2
3650,76.83,House,2,全/四層,無,有,住商用,Anping District  ,1,1,1
510,24.166516,high-rise  apartment  (building),29,十五層/十七層,有,有,住家用,Anping District  ,2,2,3
710,22.257861,condominium,28,六層/八層,有,有,住家用,Anping District  ,2,2,3
895,19.22,House,47,全/二層,無,無,住家用,Anping District  ,2,2,3
1030,21.443868,high-rise  apartment  (building),1,十九層/二十二層,有,有,住家用,Anping District  ,2,2,3
700,17.3451,high-rise  apartment  (building),28,十三層/十三層,有,有,住家用,Anping District  ,2,1,2
1000,36.65,House,37,全/二層,無,無,住家用,Anping District  ,1,1,4
936,35.69692,high-rise  apartment  (building),29,十層/二十二層,有,有,住家用,Anping District  ,2,2,3
782,15.828615,high-rise  apartment  (building),1,九層/二十二層,有,有,住家用,Anping District  ,2,1,1
805,19.41444,high-rise  apartment  (building),28,三層/十二層,有,有,住家用,Anping District  ,2,2,3
780,15.828615,high-rise  apartment  (building),1,八層/二十二層,有,有,住家用,Anping District  ,2,1,1
850,17.88831,high-rise  apartment  (building),4,六層/二十三層,有,有,住家用,Anping District  ,2,1,2
1530,64.45,House,29,全/四層,有,無,住家用,Anping District  ,2,3,4
800,21.335272,high-rise  apartment  (building),28,十三層/十七層,有,有,住家用,Anping District  ,2,2,3
520,12.926316,condominium,29,三層/六層,有,有,住家用,Anping District  ,2,1,3
1710,38.40876,high-rise  apartment  (building),11,十一層/十四層,有,有,住家用,Anping District  ,2,3,3
1180,26.94,House,48,全/二層,無,無,住商用,Anping District  ,2,2,5
950,53.8,House,32,全/四層,無,無,住家用,Anping District  ,2,4,5
899,17.31668,high-rise  apartment  (building),4,十三層/二十三層,有,有,住家用,Anping District  ,1,1,2
460,9.895221,high-rise  apartment  (building),29,十三層/十七層,有,有,住家用,Anping District  ,1,1,1
3588,76.83,House,2,全/四層,無,有,住商用,Anping District  ,1,1,1
650,25.73792,high-rise  apartment  (building),26,六層/二十二層,有,有,住家用,Anping District  ,2,2,3
600,22.041675,high-rise  apartment  (building),25,"九層,十層/二十四層",有,有,住家用,Anping District  ,2,2,2
